"154218,5"
"226907,5"
"347035,25"
121690
"189279,5"
225808
396362
235463
134865
330880
193740
75831
156777
588961
"228136,5"
104310
81735
261352
427166
239730
32675
170400
219255
221469
304823
433466
550262
390620
333966
527198
480552
396982
245214
"415279,5"
295681
404744
"341931,5"
"237235,5"
"317189,5"
"262861,5"
"345396,5"
"221549,5"
"551569,5"
"263636,5"
"305804,5"
211863
"164947,8"
344948
262303
189458
170930
146531
"165528,5"
244567
663255
"617045,5"
"408422,5"
"142090,5"
2919373
286124
"224757,5"
"233846,5"
234165
185815
416216
546008
425224
517438
132676
190652
304976
350050
334442
"402842,4"
"402248,8"
67912
326761
257312
316253
267268
202923
162389
289572
329405
280805
"103798,4"
170976
117525
142050
256090
224002
230590
89085
133201
114695
153830
307650
184370
518565
224954
237165
456021
313026
401056
251143
369215
242358
218381
156351
232478
128636
327199
132260
250204
185021
439604
302000
552105
573475
590786
586883
543360
691295
797630
556102
845248
390885
"230641,05"
459558
592141
420359
655973
846936
1156877
1037534
555849
406176
1175522
687496
534642
328060
518948
1459165
628535
